歌名,专辑名,歌词,演唱,作词,作曲,编曲,分享数,评论数
Fly My WayMVBonus,美妙生活,"
				身体变得轻了就准备要起飞
爱是我的入场券 陪我远走高飞
踏上彩虹浮潜健步如飞
我们没有翅膀 却能不翼而飞

I Need Your Love 可是我有我世界
I Need Your Love，I 'm Gonna Fly My Way
I Need Your Love 飞向自己的Highway
I Need Your Love，You're Gonna Fly My Way

飞到梦境的疆界打开了新视野
从云端俯瞰世界 有一种朦胧的美
一边华丽探险一边空中约会
需要你的爱给我 更完美的航线

I Need Your Love 可是我有我世界
I Need Your Love，I 'm Gonna Fly My Way
I Need Your Love 飞向自己的Highway
I Need Your Love，You're Gonna Fly My Way

Fly my way together
Fly with me you will free you will see
Fly my way together

I Need Your Love
I Need Your Love

I Need Your Love 飞向自己的Highway
I Need Your Love，You're Gonna Fly My Way

I Need Your Love 可是我有我世界
I Need Your Love，I 'm Gonna Fly My Way
I Need Your Love 飞向自己的Highway
I Need Your Love，You're Gonna Fly My Way
I Need Your Love
				",林宥嘉,陈信延,Sasha Smith/Vivian Smith,吕绍淳,557,1058
热血无赖 (Live),The GREAT YOGA 演唱会数位Live精选,"
				在天堂跌倒 在地狱站起来 Wo oh oh
不管能不能 只问该不该 Wo oh oh
前景不够坏 热血儿女不爱
有坚持 总有这点变态
容忍世界让你失望 好证明我们不平凡
容许自己有点迷惘 非常 正常
难题很难 都没有标准答案 才好玩
出路没出来 大人就事先张扬 更沮丧
在天堂跌倒 在地狱站起来 Wo oh oh
不管能不能 只问该不该 Wo oh oh
前景不够坏 热血儿女不爱
我们是打不败的无赖
Wo oh oh wo oh oh … …
容许幻想留在梦里 否则怎么会叫梦想
欢迎光临现实战场 边闯 边想
要不是不满现状 谁还会想像天堂
要不是迷失方向 今天还待在老地方
在天堂跌倒 在地狱站起来 Wo oh oh
不管能不能 只问该不该 Wo oh oh
前景不够坏 热血儿女不爱
有坚持 总有这点变态
Wo oh oh wo oh oh … …
失败太痛快
起劲地对它说一声 Hi
疗伤慢慢来
首先对痛苦说声 Bye 比较快
在天堂跌倒 在地狱站起来 Wo oh oh
不管能不能 只问该不该 Wo oh oh
还可以更坏 未来还没出来
我们是赶不走的无赖
Wo oh oh wo oh oh … …
				",林宥嘉,林夕,JerryC / 杨子朴,,195,125
4号病房 (Live),The GREAT YOGA 演唱会数位Live精选,"
				那对红眼每隔两秒会放箭
那边谁刚换上人形的假面
那颗心如钢铁 那颗心剩一半
怎么没人看见
我会乖乖吃药别放我出去
隔着墙已听见外面好多鬼
迫不及待等我 变成他们同类
我才不要叛变
信我 有鬼 正在摧毁人类
信我 有鬼
这种天机吃药前只能说一遍
蜘蛛正要告诉我谁是内奸
就被护士假装不小心踩扁
一声眉头有只 狸猫昏昏欲睡
相信他也沦陷
邻床那位准备好出去应战
临走前对我说要听话一点
我又不是傻子 我比谁都明白
这里比外面安全
信我 有鬼 正在摧毁人类
信我 有鬼
它们看起来和人没分别
信我 有鬼
就快要占领整个世界
信我 有鬼
这种天机吃药前只能说一遍
信我 有鬼 就在你心里面
信我 有鬼
拼命制造着华丽的幻觉
信我 有鬼 让你爱上这荒唐世界
信我 有鬼 让你以为我才是疯子
让你以为我才是疯子对不对
				",林宥嘉,蓝小邪,霓虹木,,169,51
我总是一个人在练习一个人 (Live),The GREAT YOGA 演唱会数位Live精选,"
				一个人去上班 又一个人去吃饭
再和更多的一个人纠缠
话才说到一半 没有人听完
我不孤单 孤单只是 情绪泛滥

一个人出去逛 又一个人躺在床
这晚有多少的一个人没伴
不够分另一半 爱已经用完
我不孤单 孤单只是 不够果断

我总是一个人 在练习一个人
寂寞是脚跟 回忆是凹痕 也没有人见证
我总是一个人 在练习一个人
寂寞是脚跟 回忆是凹痕 我一个人共存

我总是一个人 在练习一个人
寂寞是脚跟 回忆是凹痕 也没有人见证
我总是一个人 在练习一个人
寂寞是脚跟 回忆是凹痕 我一个人共存

没有人在等着一个人
一个人在等着没有人
没有人在等着没有人
				",林宥嘉,李焯雄,陈小霞,,546,98
飞 (Live),The GREAT YOGA 演唱会数位Live精选,"
				哪个朋友还没笑过我的梦
哪一种安慰 不会让我更痛
还有多少关于放弃的理由
能理直气壮 背后没有惶恐
这个世界不缺伟大和成功
而我的世界也不怕失败者
何不让我追求 我的快乐
还没学会飞
天那么蔚蓝
为何迎面的风对我一直牵绊
我笨拙地飞
是很怕孤单
却怕收起翅膀会更遗憾

哪种生活可以永远很轻松
哪一种安稳 没有暗藏漩涡
还有多少道理我没有听过
而我的执着 谁又真的听懂
这个世界不缺理智和成熟
而我的世界也不怕太自由
何不让我追求 我的快乐
还没学会飞
天那么蔚蓝
为何迎面的风对我一直牵绊
我笨拙地飞
是很怕孤单
却怕收起翅膀会更遗憾
云端有没有传说的那样绚烂
都让我很想去看看
何时学会飞
天正蔚蓝
就让迎面的风把疑惑都吹散
仍笨拙地飞
不回头 不害怕 不介意孤单
谁不是独自去寻找未来
谁不是独自去学会勇敢
我会记得沿途有多精彩
				",林宥嘉,蓝小邪 / 林家谦,林家谦,樊哲忠,1235,113
天真有邪 (Live),The GREAT YOGA 演唱会数位Live精选,"
				我已经 不能用单纯 的语气 再唱情歌
虽然表面上 我还是完整 那个我
可是身体里 有个什么 已被刺破

有一颗 我从小仰望 的星星 悄悄殒落
爱情的神经 以后 一快乐 就难过
会撒谎之前 有句话 再不说
让你 笑过 就没勇气 赤裸

你可知道 对我做过 什么最残忍
就是你 狠狠把我 一夜之间 变成了大人
奋不顾身 的天真 瞬间化成 一路走来 的伤痕
我怀念 我的笨

爱人 你太知道 害一个人 怎样害一生
你在他 干净无菌 主题乐园 加进了坏人
可怜无邪那颗心 就是这样 不知不觉 变得狠
狠得好歹 不分
有种 成熟 名叫坠落凡尘

你可知道 对我做过 什么最残忍
就是你 狠狠把我 一夜之间 变成了大人
奋不顾身 的天真 瞬间化成 一路走来 的伤痕
我悼念 我的笨

爱人 你太知道 害一个人 怎样害一生
你在他 干净无菌 主题乐园 加进了坏人
可怜无邪那颗心 突然明白 自私一点 不过份
胜于为你 自焚

请问 好想知道 这个世界 会有什么人
愿意把 第一枝枪 送给未经 污染的灵魂
虽然天地也不仁 若非必要 唤醒防御的本能
能不能等一等
				",林宥嘉,黄伟文,林宥嘉,赵兆,3196,895
兜圈 (Live),The GREAT YOGA 演唱会数位Live精选,"
				玩玩积木 换换座位
 听听唱片 又轮回了几遍
 骑骑单车 荡荡秋千
 看看云堆 还要吹散几遍
 喔 不知不觉已走了多远
 你 打哈欠 我 游花园
 差一点 多一些
 路过了学校花店
 荒野到海边
 有一种浪漫的爱 是浪费时间
 徘徊到繁华世界
 才发现你的背影 平凡得特别
 绕过了城外的边界还是没告别
 爱错过了太久反而错的完美无缺
 幸福兜了一个圈
 想去的终点
 就在原点
 聊聊是非 吐吐苦水
 喋喋不休是时候谈风月
 等待误会 熬成约会
 重新定位要成为你的谁
 哦 不知不觉已走了多远
 你 打哈欠 我 游花园
 差一点 多一些
 路过了学校花店
 荒野到海边
 有一种浪漫的爱是浪费时间
 徘徊到繁华世界
 才发现你背影 平凡得特别
 绕过了城外边界还是没告别
 爱错过了太久反而错的完美无缺
 幸福兜了一个圈
 想起来好像昨天
 我们初次见面
 想不起很久以前
 少了你在身边
 谢谢你陪我迷途乐园
 饶了一个圈才体会这样的迂回
 多么可贵 (可贵)
 路过了 学校花店 荒野到海边
 有一种浪漫的爱是浪费时间
 徘徊到繁华世界
 才发现你背影 平凡得特别
 绕过了城外边界还是没告别
 爱错过了太久反而错的完美无缺
 幸福兜了一个圈
 那些美好的兜圈
 让回忆值得怀念
				",林宥嘉,林宥嘉,林宥嘉,,1185,94
致姗姗来迟的你 (Live),The GREAT YOGA 演唱会数位Live精选,"
				吃一人份的饭
刷一人份的碗
真的我并没有觉得孤单
逛一人份的街
买一人份的单
真的我并没有觉得孤单
我相信你正在与我相遇的路上
马不停蹄
所以当我拥抱整个世界的孤寂
也像拥抱着你
我不介意你慢动作
也不介意这次先擦肩而过
某天我们总会遇到对方然后说
原来啊 是你噢
我不介意你慢动作
也不介意这次先擦肩而过
某天你会发现灯火阑珊处的我
等了你 好久噢

吃一人份的饭
刷一人份的碗
真的我并没有觉得孤单
逛一人份的街
买一人份的单
真的我并没有觉得孤单
我相信你正在与我相遇的路上
马不停蹄
所以当我拥抱整个世界的孤寂
也像拥抱着你
我不介意你慢动作
也不介意这次先擦肩而过
某天我们总会遇到对方然后说
原来啊 是你噢
我不介意你慢动作
也不介意这次先擦肩而过
某天你会发现灯火阑珊处的我
等了你 好久噢
我相信你正在与我相遇的路上
马不停蹄
就算这次先擦肩而过
所以当我拥抱整个世界的孤寂
也像拥抱着你
我不介意你慢动作
也不介意这次先擦肩而过
某天我们总会遇到对方然后说
好巧噢
				",林宥嘉,阿肆,阿肆,,1568,156
另一个自己 (Live),The GREAT YOGA 演唱会数位Live精选,"
				我发射我的歌当作讯号
去找你或被你 找到
我升起我的梦当成座标
去导引你前来 拥抱
不同的脸孔 但同步心跳 同一套细胞
我就是你 你就是我 另一个自己
我在这里 你在哪里 哪天能相遇
你寂寞吗
(我就是你 你就是我)
不被谁了解 有什么重要
这世界上有你 就好
不同的姓名 但同样渺小 又同样骄傲
我就是你 你就是我 另一个自己
是因为你 才不哭泣 不怀疑自己
我很努力 为了让你 看得起自己
你知道吗
				",林宥嘉,施人诚,宋念宇,,183,54
感同身受 (Live),The GREAT YOGA 演唱会数位Live精选,"
				我想说 每个人都差不多
别人的眼泪随时来自你和我的双眼
有那么多人在寂寞 就没有人寂寞
有谁流过眼泪 请说
有谁没有哭过 请说
你怎么能挨过 如果那个是我 可能比你更失落

我想说 每个人都差不多
不一样的血肉之躯在痛苦快乐面前
我们都是平起平坐
全世界的脉搏 (像你像我)
让我们用心抚摸 (是你是我)
别人的眼泪随时来自你和我的双眼
有那么多人在寂寞 就没有人寂寞

有谁曾经要死要活
想像连呼吸也很难过
给我会怎么做 有同样的遭遇 是否有相同结果
我想说 每个人都差不多
不一样的血肉之躯在痛苦快乐面前
我们都是平起平坐

在同一本小说 (像你像我)
主角无分你我 (是你是我)
别人的遗憾当中看到自己犯过的错
有那么多人在寂寞 就没有人寂寞
那些笑容 都是为了什么
那些折磨 是怎么样解脱
有人快乐 我们都会快乐
有人寂寞 谁还敢说寂寞
				",林宥嘉,林夕,Skot Suyama,,330,63
白昼之月 (Live),The GREAT YOGA 演唱会数位Live精选,"
				我再也无法否定这渴望
白昼里的月光
荒芜的城市颓倾的残墙
泪光依然闪亮
我们在人海中飘飘荡荡
寻找相同眼光
投射在彼此眼中的映像
是同一种希望
这是曾受过的伤 不能掩盖不能遗忘
这是坚持的信仰 往最初的方向
越过了时间 越过了终点
越过了无数沧海桑田
只为了回到你身边 回到爱面前
让一切悲伤都能终结
我们的心闪耀如同白昼之月
我们在人海中飘飘荡荡
寻找相同眼光
投射在彼此眼中的映像
是同一种希望
这是曾受过的伤 不能掩盖不能遗忘
这是坚持的信仰 往最初的方向
越过了时间 越过了终点
越过了无数沧海桑田
只为了回到你身边 回到爱面前
让一切悲伤都能终结 Oh
越过了时间 越过了终点
越过了无数沧海桑田
只为了回到你身边 回到爱面前
让一切悲伤都能终结
我们的心闪耀如同白昼之月
越过了时间 越过了终点
越过了无数沧海桑田
只为了回到你身边 回到爱面前
让一切悲伤都能终结
我经过最冷的冬天
最残酷的试炼
都不能让我放弃思念
为了要回到你身边
回到爱面前
让一切悲伤都能终结
我们的心闪耀如同
我们的心闪耀如同 白昼之月
				",林宥嘉,陈惠婷,陈惠婷,韩立康,243,42
勿忘你 (Live)OT: 坏与更坏,The GREAT YOGA 演唱会数位Live精选,"
				原词：黄伟文

你 没表情
经过那个褴褛身影
脚步却 微微迟疑
人群中
你错开那双黯淡无望的眼睛
突然厌烦下大雨

你 滑过了
最新意外新闻标题
想追剧 却觉得腻
每当你
为自己过得不算太坏而庆幸
却总传来个回音

它说勿忘你
勿忘你
对世界也曾满怀善意
曾经那个你
未曾远离
就在你的胸口里

已 武装好
练就百毒不侵的你
怎么还 会不忍心
一看到
小时候照片那么天真的曾经
总会听见个声音

它说勿忘你
勿忘你
曾慷慨分享心爱玩具
童年那个你
在提醒你
拯救世界的约定

请你勿忘你
勿忘你
付出爱也曾毫不犹豫
那温热的你
并未放弃
你一呼唤就回应
愿你此生永远勿忘你
				",林宥嘉,施人诚,林家谦,,720,107
宠儿 (Live),The GREAT YOGA 演唱会数位Live精选,"
				包括纷扰
包括星屑
包括断了气
包括坏雨伞
包括月之海
包括碰了雪的指尖

例如思念
例如游牧
例如信天翁
例如地下铁
例如你侧脸
例如末日前的荒田

来到 这一刻
没什么到有什么
都印证我们
是天使的宠儿
不知不觉
Beautiful love
Beautiful love

开始发觉
不一样了
全不一样了
不是错觉
Beautiful love
It's beautiful love
我凭什么配
能呼吸这一切
				",林宥嘉,陈信延,丁世光,,352,43
心酸 / 浪费 / 耳朵 / 想自由 (Live),The GREAT YOGA 演唱会数位Live精选,"
				我希望在这场巡回
可以让大家看到我是一个
很享受唱歌的林宥嘉
不再是这么紧张
那么多不安的林宥嘉
那么在这个演唱会的最后
我想要好好的谢谢各位
所以我想要用一首一首
曾经让我们的生活产生联系的歌曲
一次唱给大家听
接下来的歌曲一起唱
一起回味吧

《心酸》

闭上眼看 十六岁的夕阳
美得像我们一样
边走边唱 天真浪漫勇敢
以为能走到远方

走不完的长巷
原来也就那么长
跑不完的操场
原来小成这样
时间的手 翻云覆雨了什么
从我手中 夺走了什么
闭上眼看 十六岁的夕阳
美得像我们一样
边走边唱 天真浪漫勇敢
以为能走到远方
我们曾相爱 想到就心酸

《浪费》

多久了 我都没变
爱你这回事 整整六年
你最好 做好准备
我没有打算 停止一切
想说我没有志愿
也没有事情好消遣
有一个人能去爱 多珍贵
没关系你也不用给我机会
反正我还有一生可以浪费
我就是剩这么一点点倔
称得上 我的优点
没关系你也不用对我惭愧
也许我根本喜欢被你浪费
随便你今天拼命爱上谁
我都会 坦然面对
即使要我跟你再耗个十年
无所谓

《耳朵》

太亲密的关系 像不像海底
看着温柔的草 美丽的鱼
屏息太久 一瞬间快不能呼吸
秘密会不会是某种氧气
有没有一种孤僻能被允许
当着最爱的人 面无表情
躲在自己的世界 混乱或战栗
就是单纯的不想被干预
翻完我的简讯 我的信
能不能 顺便翻翻我的心情
我们有隔间不同的心灵
所以有动线不同的情绪
当爱情只剩嘴巴 少了耳朵
就变得你只相信你猜测的
当感应在你我之间不再流动
该怎么说 没死不代表活着
当爱情只剩眼睛 少了耳朵
就变得你只看到你怕看的
我努力越解释 你越流泪激动
但有些事不仔细听 不会懂

《想自由》

每个人都缺乏什么
我们才会瞬间就不快乐
单纯很难 包袱很多
已经很勇敢 还是难过
许多事情都有选择
只是往往事后我才懂得
情绪很烦 说话很冲
人和人的沟通 有时候没有用
或许只有你 懂得我
所以你没逃脱
一边在泪流 一边紧抱我
小声地说 多么爱我
只有你 懂得我
就像被困住的野兽
在摩天大楼 渴求 自由
或许只有你 懂得我
所以你没逃脱
一边在泪流 一边紧抱我
小声地说 多么爱我
只有你 懂得我
就像被困住的野兽
在摩天大楼 渴求 自由
				",林宥嘉,施人诚 / 陈信延 / 姚若龙,丁世光 / 郑楠 / 陈小霞,,2582,168
