歌名,专辑名,歌词,演唱,作词,作曲,编曲,分享数,评论数
"主旋律 (Live In Hong Kong, 2013)",Eason's Life 陈奕迅2013演唱会,"
				主旋律 - 陈奕迅 
 作曲：Lesley 姜麗文、C Y Kong 作词：小克 
 旋律牵引着弦乐 
 情感 总有深浅厚薄 
 谁于五线谱雕刻上承诺 
 谁于拍子机复制出假快乐 
 在最重要 的一句哭 
 大时代的小插曲 
 记录太多笔迹 
 十年廿载相识 
 音符内摸索 
 旧日 
 你有你迈步 
 我有我迈步 
 爱若是蓝图 
 永不用设起圈套 
 你要我让步 
 我要你让步 
 旋律与音阶粉饰了愤怒 
 你有你道路 
 我有我道路 
 爱若是徒劳再不用记起苦恼 
 你每个逗号 
 我每个问号 
 旋律此刻仔细诱导 
 动人乐谱为求定好相爱的新去路 
 旋律怎制定量度 
 人心总有阴险磊落 
 谁的罗曼史只不过娱乐 
 谁的奋斗史渲染出假哲学 
 在最重要一刻退缩 
 大时代烟花结束 
 节录太多光景 
 二人捕风捉影 
 音符内漂泊 
 现在你有你迈步 
 然后我有我迈步 
 再相遇奈何时辰未到 
 现在你要我让步 
 然后我要你让步 
 再争辩难投怀合抱 
 昨日你有你道路 
 明日我有我道路 
 再分别又来重逢预告 
 昨日你每个逗号 
 明日我每个问号 
 难合谱 如流萤乱舞 
 何时方找到 
 Woo~o Woo~oh 
 相爱的新制度 
 Woo~o Woo~oh 
 让旋律沉默控诉 
 Woo~o Woo~Ho 
 相爱的新季度 
 Woo~o Woo~Ho 
 让旋律沉闷到 
 现在你大业鸿图 
 然后我乐极迷途 
 再相遇为何情仇互报 
 现在你赐予任务 
 然后我受命如奴 
 再争辩和谐无路诉 
 昨日你有你旧路 
 明日我有我后路 
 再分别又来愁云密布 
 昨日各有各嫉妒 
 明日各有各自傲 
 才合谱 随旋律入脑 
 言词不吞吐 
 Woo~o Woo~oh 
 相爱的新角度 
 Woo~o Woo~oh 
 让旋律沉重发布 
 Woo~o Woo~o 
 相爱的新国度 
 Woo~o Woo~Ho 
 让旋律沉淀了再洗脑
				",陈奕迅,小克,C. Y. Kong / Lesley 姜丽文,C. Y. in London,146,42
主旋律(之安魂曲),Eason's Life 陈奕迅2013演唱会,"
				旋律音色飘送　弥漫浪漫情感凝重
咀嚼被清洗过后嘅音符　先发现味道太浓
你用跃动旋律　拨弄节奏跳动
再运用笔下音符栽种出我心中嘅激动
沉迷只有你嘅国度　将你一切写入乐谱
黑白键颠倒将问号弥补　只剩下你嘅美好
你系我朝思　亦系我夜慕　歌声孕育我对你倾倒
系失去意识前响起嘅最后警号
我唔需要清醒　更唔需要精警　爱根本唔需要任何事实证明
从伟大嘅旋律引证　我同你相爱情形
仍隐藏预言最终相恨情境

旧日　你有你迈步　我有我迈步　爱若是蓝图　永不用设起圈套
你要我让步　我要你让步　旋律与音阶粉饰了愤怒
你有你道路　我有我道路　爱若是徒劳再不用记起苦恼
你每个逗号　我每个问号　旋律此刻仔细诱导

动人乐谱　为求定好　相爱的新去路

就让旋律代替文字　音色同拍子隐藏嘅爱将会引致疯子失去理智
甘愿屈膝做你裙下嘅棋子　挥舞用眼泪去染红嘅旗织
宣扬最血泪交缠嘅情史
昔日浪漫嘅情痴　今日写最轰烈嘅情诗
爱是怀疑　爱是恒久忍耐更需要仁慈
以上训示系出自最伟大嘅恩师
你系我主旨　我按照你主意　用美丽嘅音符歌颂你嘅恩赐
你曾经对我唱出幸福嘅理念　原来不过系花蜜甜言
丰富嘅泪腺背后用盘算去提炼
相爱应该建立喺同一音阶嘅层面
爱够痛够受够敷衍　音符休止　你我不再相见

现在你有你迈步　然后我有我迈步　再相遇奈何时辰未到
现在你要我让步　然后我要你让步　再争辩难投怀合抱
昨日你有你道路　明日我有我道路　再分别又来重逢预告
昨日你每个逗号　明日我每个问号　难合谱　如流萤乱舞
何时方找到（找到找不到）

Woo~o Woo~Oh　相爱的新制度
（强制式爱慕　爱无退路　要我做门徒）
Woo~o Woo~Oh　让旋律沉默控诉
（最恐怖嘅控诉将爱人逮捕）
Woo~o Woo~Ho　相爱的新季度
（要爱趁早爱得要申报　爱得无申诉）
Woo~o Woo~Ho　让旋律沉闷到

现在你大业鸿图　然后我乐极迷途　再相遇
（爱上你系注定命数定劫数难逃）
现在你赐予任务　然后我受命如奴　再争辩
（我曾信你会守信带我到乐土）
昨日你有你旧路　明日我有我后路　再分别
（愁云满布预告你爱我只系假冒）
昨日各有各嫉妒　明日各有各自傲　才合谱
（各行各路不过抹不走脑中乐谱）言词不吞吐（吞吐吞不到）
Woo~o Woo~Oh　相爱的新角度
（喺新角度爱只系新式囚牢）
Woo~o Woo~Oh　让旋律沉重发布
（最激烈嘅号角吹出最卑微哀号）
Woo~o Woo~Oh　相爱的新国度
（新国度　我打破一切新制度）
Woo~o Woo~Ho　让旋律沉淀了再洗脑
（旋律洗脑再洗脑　洗不走你嘅企图）
（洗不走你嘅圈套　洗走对你嘅爱慕）
（旋律洗脑再洗脑　洗不走你嘅企图）
（洗不走你嘅圈套　洗走对你嘅爱慕）
Woo~o Woo~Ho　 Woo~o Woo~Ho


监制：C.Y. Kong
				",陈奕迅,小克 / MastaMic,C.Y. Kong / 姜丽文,C.Y. Kong,158,45
娱乐天空MV,rice & shine,"
				天色将晚 在我看着你的眼里色彩斑斓
有人装作善良 正在靠近你的身旁 要做你的伴
怕你太孤单 请你努力地习惯
噢 小心娱乐版 说你的表演还不够自然

阳光多灿烂 可我的自由行驶地缓慢
欲望难躲闪 我终于还是失去了判断
阳光多灿烂 可我的理想在慢慢腐烂
欲望难躲闪 我终于还是失去了判断

突如其来的崇拜 让你的心跳慢不下来
来不及释放情感 这儿没人管你喜欢不喜欢
不要怕伤害 噢 BABY SORRY 你是偶像派
请你心中的真爱 自动消失在人海

阳光多灿烂 可我的自由行驶地缓慢
欲望难躲闪 我终于还是失去了判断
阳光多灿烂 可我的理想在慢慢腐烂
生活多艰难 再见了我的冲动和浪漫

阳光多灿烂 可我的自由行驶地缓慢
欲望难躲闪 我终于还是失去了判断
阳光多灿烂 可我的理想在慢慢腐烂
生活多艰难 再见了我的冲动和浪漫

啦…
再见了我的冲动和浪漫

心里装着一片海 可眼前的路越走越窄
也许是成熟的不够快 眼看这乐趣变成了负担
表现得无奈 又舍不得离开
用自由来交换 这奢侈的晚餐


制作人：火星电台 (Radio Mars)
电吉他：曾宇 贝司：韩阳
程序编写：曾宇
和声编写：陈二萌 和声演唱：陈二萌
录音师：Ken Au / 李游 (小骷髅)
录音室：aroom studio (香港) / Pilot Studio 飞行者录音棚 (北京)
混音师：黄钦胜 (Adam Huang)
混音室：Pilot Studio 飞行者录音棚 (北京)
OP：EAS Music Ltd.
				",陈奕迅,黄少峰@火星电台,曾宇@火星电台 / 黄少峰@火星电台,曾宇@火星电台,5185,1514
四季圈MV,rice & shine,"
				冬天来了 谁在回忆里挣扎
春天来了 谁的希望发了芽
夏天来了 贪玩的孩子忘了回家
秋天来了 我们的田野沸腾啊

我们唱着歌 陪日子慢慢过
我们唱着歌 等明天说什么

还要过多久 她才会开口
告诉我 这交替有没有尽头 有没有尽头

秋天走了 你的声音用旧了
冬天走了 贪玩的孩子长大了
春天走了 谁的眼泪停不下
夏天走了 谁把球鞋跑掉了

我们唱着歌 陪日子慢慢过
我们唱着歌 等明天说什么

我们唱着歌 陪日子慢慢过
我们唱着歌 等明天说什么

还要过多久 她才会开口
告诉我 这交替有没有尽头 有没有尽头

我们唱着歌


制作人：火星电台 (Radio Mars)
电吉他：曾宇 贝司：韩阳
程序编写：曾宇
和声编写：陈二萌 和声演唱：陈二萌
录音师：Ken Au / 李游 (小骷髅)
录音室：aroom studio (香港) / Pilot Studio 飞行者录音棚 (北京)
混音师：陈宇轩 (Jovi Chen)
混音室：Pilot Studio 飞行者录音棚 (北京)
OP：EAS Music Ltd.
				",陈奕迅,黄少峰@火星电台,黄少峰@火星电台 / 曾宇@火星电台,曾宇@火星电台,1252,473
愚人快乐MV,rice & shine,"
				心总是总是晴朗 因为身边有群好姑娘
年少的人难免轻狂 于是迟暮年满身的伤
有时刻意地做一副愚蠢的可笑模样
只为亲爱的亲爱的兄弟们开怀一场

我们玩着玩着 玩着玩着就长大了
我们笑啊笑着 笑啊笑着地变老了
变天真了 更没谱了

爱总是来去无常 因为受不了誓言的重量
也想吼一声让天地震荡 也想有一天能驰骋疆场
也许渺小的我们本不该有太多奢望
不如执着地守住我们心里的那片海洋

我们做着做着 做着做着的梦醒了
我们爱着爱着 爱着爱着的人走了
我们享受孤单 承受责难 把一切看淡
路过的每一天都阳光灿烂 阳光灿烂


制作人：火星电台 (Radio Mars)
木吉他：曾宇 程序编写：曾宇
和声编写：贝贝 (武勇恒) 和声演唱：贝贝 (武勇恒)
录音师：Ken Au / 李游 (小骷髅)
录音室：aroom studio (香港) / Pilot Studio 飞行者录音棚 (北京)
混音师：黄钦胜 (Adam Huang)
混音室：Pilot Studio 飞行者录音棚 (北京)
OP：EAS Music Ltd.
				",陈奕迅,黄少峰@火星电台,黄少峰@火星电台,曾宇@火星电台,1792,489
不如承诺来的简单MV,rice & shine,"
				也许你 还没忘记 我用直觉拼凑的旋律
谁是谜底
你说你 努力忘记 所有我为你做的决定
终生不愈的疾

爱 简单 是相信太难
相信太难 不如承诺来得简单
说了不算

请相信 我没忘记 你说分开是对的决定
初夏 天晴
在心里 还下着雨 打湿散落一地的行李
提醒自己再回不去

爱 简单 是相信太难
相信太难 不如承诺来得简单

爱 简单 是相遇太难
相遇太难 总有一天学会承担
千金不换

不问你 醒在那里
反正已经 刻骨的回忆
怕了 也许


制作人：火星电台 (Radio Mars)
电/木吉他：曾宇 贝司：韩阳
程序编写：曾宇
和声编写：贝贝 (武勇恒) 和声演唱：贝贝 (武勇恒)
弦乐编写：曾宇 弦乐指挥：赵兆
弦乐演奏：国际首席爱乐乐团
弦乐录音师：周天澈 弦乐录音室：Tweak Tone Labs
录音师：Ken Au / 李游 (小骷髅)
录音室：aroom studio (香港) / Pilot Studio 飞行者录音棚 (北京)
混音师：黄钦胜 (Adam Huang)
混音室：Pilot Studio 飞行者录音棚 (北京)
OP：EAS Music Ltd.
				",陈奕迅,黄少峰@火星电台,黄少峰@火星电台,曾宇@火星电台,837,275
对面MV,rice & shine,"
				月亮踏过她的枕边 偷走时间 不发一言
这时我在整理相片 丢在她身边 转身走远

想念你的这个冬天 还有多远 回到起点
手边滑过你的相片 温暖了一些 再靠近些

我们总坐在爱的对面
总是任由它改变彼此承受的极限 极限
爱是诅咒自己的口诀

想你的时候我才发现
幸福也曾经熟睡在你洁白的枕边
想着永远

我们总坐在爱的对面

我们总坐在爱的对面
总是任由它改变彼此承受的极限 极限
可是忏悔哪里有终点

我们总坐在爱的对面
总是任由它改变彼此承受的极限 极限
来不及说那一句永远

月亮踏过她的枕边 偷走时间 不发一言


制作人：火星电台 (Radio Mars)
女声表演：谭维维 女声编写：谭维维
木吉他：曾宇 贝司：曾宇 程序编写：曾宇
录音师：Ken Au / 李游 (小骷髅)
录音室：aroom studio (香港) / Pilot Studio 飞行者录音棚 (北京)
混音师：黄钦胜 (Adam Huang)
混音室：Pilot Studio 飞行者录音棚 (北京)
OP：EAS Music Ltd.
				",陈奕迅,黄少峰@火星电台,黄少峰@火星电台,曾宇@火星电台,614,248
娱乐天空 (Remix)Bonus Track,rice & shine,"
				天色将晚在我看着你的眼里色彩斑斓
有人装作善良正在靠近你的身旁要做你的伴
怕你太孤单请你努力地习惯
噢小心娱乐版说你的表演还不够自然

阳光多灿烂可我的自由行驶地缓慢
欲望难躲闪我终于还是失去了判断
阳光多灿烂可我的理想在慢慢腐烂
欲望难躲闪我终于还是失去了判断

突如其来的崇拜让你的心跳慢不下来
来不及释放情感这儿没人管你喜欢不喜欢
不要怕伤害噢 BABY SORRY 你是偶像派
请你心中的真爱自动消失在人海

阳光多灿烂可我的自由行驶地缓慢
欲望难躲闪我终于还是失去了判断
阳光多灿烂可我的理想在慢慢腐烂
生活多艰难再见了我的冲动和浪漫

阳光多灿烂可我的自由行驶地缓慢
欲望难躲闪我终于还是失去了判断
阳光多灿烂可我的理想在慢慢腐烂
生活多艰难再见了我的冲动和浪漫

啦…
再见了我的冲动和浪漫

心里装着一片海可眼前的路越走越窄
也许是成熟的不够快眼看这乐趣变成了负担
表现得无奈又舍不得离开
用自由来交换这奢侈的晚餐
				",陈奕迅,黄少峰@火星电台,曾宇@火星电台 / 黄少峰@火星电台,曾宇@火星电台,116,69
时光隧道MV,rice & shine,"
				谁的窗台 种满鲜红的盆栽
固执等待 谁踩碎夜幕爬上来
不梦幻的不精彩 不狂烈的不想爱

谁在人海 随波逐流的感慨
浪漫情怀 被岁月冲刷成死白
遗失热血和期待 只剩思念没腐坏

多渴望找到 时光的隧道
重回到简单 容易觉得美好
敢疯狂拥抱 敢将伤痛忘掉
不知道害怕 就没什么烦恼
一旦领教现实残忍 未战会先逃
一旦世故保守 活得就冷静 苍老

谁的脑海 飘浮怀旧的尘埃
望着窗外 寂寞从眼角溢出来
疑惑自己为什么 而存在

多渴望找到 一条时光隧道
重回到简单 容易觉得美好
敢疯狂拥抱 敢将伤痛忘掉
不知道害怕 就没什么烦恼
一旦领教现实残忍 未战会先逃
一旦世故保守 活得就冷静 苍老

我 梦里朝着你跑 你 笑容洒在嘴角
爱 没人能贬低 没事能干扰
我曾说 要你感到骄傲 你 曾说有我就好
爱 本来多晴空 后来多监牢

多渴望找到 时光的隧道
重回到简单 容易觉得美好
敢疯狂拥抱 敢将伤痛忘掉
不知道害怕 就没什么烦恼
一旦领教现实后 未战会先逃
一旦世故后 活得就冷静 苍老

编曲：蔡政勋 / 陈君豪 (任督二脉音乐影像工作室)
制作人：JJ 林俊杰 配唱制作：JJ 林俊杰 
制作协力：周信廷 / Gary Lao 吉他：陈君豪 
第一小提琴：孔朝晖 / 顾文丽 / 隋晶晶
第二小提琴：张振山 / 尹淑占 / 孔宪隆
中提琴：关旗 / 水兵 大提琴：王言 / 郭皓
和声编写：JJ 林俊杰 和声：JFJ 合唱团
录音室：白金录音师 (台北) / Yellow Box (Singapore) / THE JFJ LAB (Taipei)
录音师：蒋自强 / Gary Leo with Frank Lee & Grocki / JJ 林俊杰
混音室：mixHaus (Encino, CA)
混音师：Richard Furch
OP：JFJ Productions Corp. / Great Music Publishing Ltd.
SP：Universal Music Publishing Ltd. Taiwan / Sony/ATV Music Publishing Taiwan
				",陈奕迅,姚若龙,林俊杰,蔡政勋 / 陈君豪,3091,480
放弃治疗MV,rice & shine,"
				看一只小鸟 拔光羽毛
却要求他活蹦乱跳 发了狂胡闹
当人们探讨 怎么做环保
我却只有能力担心 下一餐温饱

我的生活 被戴了手铐
拼命地跑 谁管你好不好 要不要

给我一秒钟的咆哮 取代一箩筐的礼貌
寂寞的人最怕手机没讯号 继续往火里跳
给我一丁点的无聊 取代一整晚热闹
累一天躺在床上 只差一颗安眠药
我睡不着 我好想睡觉

停止不了 脑袋一直绕
社会强迫你燃烧 现代人思考
是我不好 哪来那么多烦恼
莫名其妙 忽然想到 原来忘了吃药

我的生活 被戴了脚镣
拼命地撬 却动也动不了 无法逃

给我一秒钟的咆哮 取代一箩筐的礼貌
寂寞的人最怕手机没讯号 继续往火里跳
给我一丁点的无聊 取代一整晚热闹
累一天躺在床上 输给一颗安眠药
只想睡觉 怎么都睡不着

给我一秒钟 或许一分钟会更好
心愿谁可以听到
一下哭一下笑我已经快要疯掉 不要吵

oh…oh…oh… ba la ba ba ba bi do dap doo
oh… 一次一次又一次警告 急得跳脚
再睡不着 就放弃治疗


制作人：JJ 林俊杰 配唱制作：JJ 林俊杰 
制作协力：周信廷 / Gary Lao 吉他：Jamie Wilson
鼓：Brendan Buckley
和声编写：JJ 林俊杰 和声：JFJ 合唱团
录音室：白金录音师 (Taipei) / Layer Cake Studio (Los Angeles) 
/ THE JFJ LAB (Taipei) / Cranky Music Sdn Bhd (Malaysia)
录音师：蒋自强 / Brendan Buckley / JJ 林俊杰 / Aubrey Suwito
混音室：白金录音室 (Taipei) 混音师：林正忠
OP：JFJ Productions Corp. / 林暐哲音乐社有限公司
SP：Universal Music Publishing Ltd. Taiwan
				",陈奕迅,吴青峰,林俊杰,林俊杰,818,177
